word,len
罷免,2
羅列,2
羅刹,2
羅漢,2
羅針,2
羊毛,2
羊水,2
羊皮,2
羊肉,2
羊膜,2
美乳,2
美人,2
美人局,3
美人画,3
美作,2
美化,2
美名,2
美味,2
美声,2
美大,2
美女,2
美姫,2
美学,2
美容,2
美少年,3
美尻,2
美形,2
美徳,2
美意延年,4
美意識,3
美文調,3
美果,2
美濃,2
美田,2
美男,2
美白,2
美的,2
美的感情,4
美的感覚,4
美神,2
美称,2
美空,2
美粧,2
美肌,2
美脚,2
美術,2
美装,2
美観,2
美観地区,4
美言,2
美談,2
美貌,2
美辞麗句,4
美酒,2
美音,2
美顔,2
美風,2
美食,2
美食家,3
美麗,2
羞恥,2
群体,2
群像,2
群小,2
群山,2
群島,2
群書,2
群生,2
群発,2
群盗,2
群臣,2
群落,2
群衆,2
群論,2
群雄,2
群集,2
群青,2
群馬,2
羨望,2
羨道,2
義人,2
義侠心,3
義兄,2
義公,2
義兵,2
義勇,2
義務,2
義塾,2
義士,2
義太夫,3
義妹,2
義姉,2
義子,2
義弟,2
義心,2
義憤,2
義手,2
義援,2
義援金,3
義歯,2
義母,2
義民,2
義気,2
義烈,2
義父,2
義理,2
義理人情,4
義理尽,3
義眼,2
義絶,2
義肢,2
義臣,2
義親,2
義解,2
義賊,2
義足,2
義軍,2
義金,2
羽二重,3
羽前,2
羽化,2
羽子板,3
羽布,2
羽後,2
羽根,2
羽根車,3
羽毛,2
羽目,2
羽目板,3
羽織,2
羽衣,2
羽音,2
翌年,2
翌日,2
翌春,2
翌月,2
翌朝,2
翌週,2
習作,2
習俗,2
習合,2
習字,2
習学,2
習得,2
習性,2
習慣,2
習熟,2
翻刻,2
翻字,2
翻弄,2
翻意,2
翻案,2
翻産,2
翻訳,2
翼下,2
翼型,2
翼幅,2
翼廊,2
翼状,2
翼竜,2
翼端,2
翼賛,2
翼長,2
老中,2
老中格,3
老人,2
老体,2
老僧,2
老公,2
老兵,2
老化,2
老大国,3
老大家,3
老女,2
老婆,2
老子,2
老将,2
老師,2
老年,2
老廃,2
老後,2
老搭寒覆,4
老木,2
老朽,2
老松,2
老母,2
老犬,2
老眼,2
老練,2
老翁,2
老臣,2
老舗,2
老若,2
老荘,2
老衰,2
老馬,2
老齢,2
考古,2
考察,2
考慮,2
考査,2
考案,2
考証,2
考試,2
者流,2
耐久,2
耐力,2
耐圧,2
耐寒,2
耐性,2
耐水,2
耐火,2
耐熱,2
耐用,2
耐空,2
耐雪,2
耐震,2
耐食,2
耕作,2
耕地,2
耕地整理,4
耗弱,2
耳介,2
耳元,2
耳学問,3
耳目,2
耳鼻,2
耳鼻科,3
聖人,2
聖人君子,4
聖体,2
聖像,2
聖具,2
聖典,2
聖別,2
聖句,2
聖地,2
聖域,2
聖堂,2
聖夜,2
聖天,2
聖女,2
聖山,2
聖帝,2
聖徒,2
聖徳,2
聖心,2
聖戦,2
聖教,2
聖書,2
聖杯,2
聖樹,2
聖歌,2
聖殿,2
聖母,2
聖水,2
聖火,2
聖王,2
聖痕,2
聖者,2
聖職,2
聖賢,2
聖都,2
聖霊,2
聞書,2
聞耳,2
聞見,2
聞道,2
聴力,2
聴取,2
聴聞,2
聴衆,2
聴覚,2
聴診,2
聴講,2
聴音,2
職人,2
職位,2
職分,2
職制,2
職務,2
職名,2
職員,2
職員会,3
職員室,3
職域,2
職場,2
職工,2
職掌,2
職業,2
職業意識,4
職権,2
職歴,2
職種,2
職能,2
職責,2
職階,2
肉体,2
肉体美,3
肉厚,2
肉団子,3
肉塊,2
肉声,2
肉屋,2
肉弾,2
肉感,2
肉月,2
肉桂酒,3
肉棒,2
肉欲,2
肉汁,2
肉片,2
肉牛,2
肉球,2
肉眼,2
肉筆,2
肉腫,2
肉薄,2
肉親,2
肉質,2
肉類,2
肉食,2
肉食動物,4
肌家,2
肌心,2
肌理,2
肌着,2
肌色,2
肌身,2
肖像,2
肝心,2
肝油,2
肝炎,2
肝煎,2
肝臓,2
肝要,2
股下,2
股旅,2
股間,2
肢体,2
肥前,2
肥厚,2
肥大,2
肥後,2
肥料,2
肥沃,2
肥満,2
肥育,2
肩口,2
肩幅,2
肩書,2
肩甲,2
肩章,2
肩身,2
肩車,2
肩部,2
肯定,2
育休,2
育児,2
育成,2
育毛,2
育種,2
育苗,2
育英,2
肺炎,2
肺病,2
肺胞,2
胃散,2
胃液,2
胃炎,2
胃腸,2
胃袋,2
胃酸,2
胆力,2
胆大心小,4
胆気,2
胆汁,2
胆石,2
胆管,2
背丈,2
背中,2
背任,2
背信,2
背側,2
背反,2
背広,2
背後,2
背徳,2
背教,2
背景,2
背板,2
背水,2
背甲,2
背筋,2
背部,2
背面,2
背骨,2
胎児,2
胎内,2
胎動,2
胎生,2
胎盤,2
胎蔵,2
胞子,2
胴丸,2
胴体,2
胴元,2
胴衣,2
胴部,2
胸中,2
胸像,2
胸元,2
胸壁,2
胸板,2
胸椎,2
胸甲,2
胸筋,2
胸腺,2
胸膜,2
胸部,2
胸郭,2
胸骨,2
能力,2
能力給,3
能動,2
能天気,3
能弁,2
能文,2
能書,2
能楽,2
能楽者,3
能率,2
能登,2
能面,2
脂肪,2
脂質,2
脂身,2
脅威,2
脅迫,2
脇侍,2
脇差,2
脇役,2
脇腹,2
脇道,2
脈動,2
脈拍,2
脈管,2
脈絡,2
脊柱,2
脊椎,2
脊索,2
脊髄,2
脚光,2
脚力,2
脚本,2
脚本家,3
脚気,2
脚注,2
脚線美,3
脚色,2
脚質,2
脚部,2
脱会,2
脱党,2
脱出,2
脱力,2
脱北,2
脱却,2
脱字,2
脱帽,2
脱毛,2
脱水,2
脱水機,3
脱法,2
脱獄,2
脱皮,2
脱着,2
脱硫,2
脱税,2
脱稿,2
脱穀,2
脱線,2
脱脂,2
脱臭,2
脱臼,2
脱色,2
脱落,2
脱藩,2
脱衣,2
脱走,2
脱退,2
脳下垂体,4
脳内,2
脳天,2
脳天気,3
脳室,2
脳幹,2
脳性,2
脳死,2
脳波,2
脳炎,2
脳症,2
脳裏,2
脳髄,2
腎炎,2
腎症,2
腎臓,2
腐乱,2
腐心,2
腐敗,2
腐朽,2
腐植,2
腐生,2
腐肉,2
腐食,2
腕前,2
腕力,2
腕木,2
腕白,2
腕相撲,3
腕章,2
腕輪,2
腕骨,2
腫瘍,2
腰元,2
腰巻,2
腰帯,2
腰掛,2
腰板,2
腰椎,2
腰痛,2
腰部,2
腸内,2
腸炎,2
腸管,2
腸骨,2
腹側,2
腹巻,2
腹心,2
腹水,2
腹痛,2
腹筋,2
腹膜,2
腹部,2
腹面,2
腹黒,2
腺腫,2
膜状,2
膜質,2
膝下,2
膝元,2
膨大,2
膨張,2
膳所,2
臆病,2
臓器,2
臓物料理,4
臣下,2
臣従,2
臣民,2
臣籍,2
臨地,2
臨場,2
臨場感,3
臨安,2
臨席,2
臨床,2
臨戦,2
臨時,2
臨時国会,4
臨時孤車,4
臨月,2
臨検,2
臨機,2
臨死,2
臨江,2
臨津,2
臨海,2
臨海学校,4
臨済,2
臨港,2
臨界,2
臨空,2
臨終,2
自主,2
自主法,3
自主規制,4
自乗,2
自他,2
自任,2
自伝,2
自体,2
自作,2
自作自演,4
自作農,3
自供,2
自信,2
自信作,3
自信家,3
自信満満,4
自傷,2
自党,2
自公,2
自刃,2
自分,2
自分史,3
自分自身,4
自利,2
自制,2
自制心,3
自前,2
自力,2
自力救済,4
自力更生,4
自助,2
自動,2
自動化,3
自動書記,4
自動自転車,5
自動車,3
自動車道,4
自動運動,4
自叙,2
自問,2
自営,2
自嘲,2
自噴,2
自国,2
自国民,3
自在,2
自堕落,3
自壊,2
自失,2
自学,2
自学自習,4
自宅,2
自室,2
自害,2
自家,2
自家用,3
自家用車,4
自家発電,4
自家製,3
自尊,2
自尊心,3
自工,2
自己,2
自序,2
自強,2
自律,2
自得,2
自性,2
自慢,2
自慰,2
自我,2
自我本能,4
自戒,2
自明,2
自暴,2
自校,2
自棄,2
自業自得,4
自機,2
自死,2
自殺,2
自民,2
自決,2
自沈,2
自治,2
自治会,3
自治体,3
自活,2
自派,2
自流,2
自浄作用,4
自滅,2
自演,2
自炊,2
自然,2
自然人,3
自然公物,4
自然発火,4
自然発生,4
自然食品,4
自照,2
自爆,2
自生,2
自生地,3
自生植物,4
自用,2
自由,2
自由化,3
自由意志,4
自画,2
自発,2
自白,2
自益,2
自省,2
自社,2
自称,2
自立,2
自立心,3
自立語,3
自筆,2
自粛,2
自給,2
自給自足,4
自習,2
自腹,2
自膝食,3
自著,2
自薦,2
自虐,2
自衛,2
自衛権,3
自覚,2
自記,2
自証,2
自認,2
自説,2
自論,2
自警,2
自負,2
自負心,3
自販,2
自責,2
自費,2
自費出版,4
自費生,3
自賛,2
自賠責,3
自走,2
自足,2
自身,2
自身番,3
自軍,2
自転,2
自転車,3
自適,2
自選,2
自邸,2
自重,2
自閉,2
自陣,2
自首,2
臭化,2
臭気,2
臭素,2
至上,2
至大,2
至宝,2
至徳,2
至急,2
至極,2
至正,2
至福,2
至誠,2
至近,2
至難,2
至高,2
致事,2
致仕,2
致傷,2
致命,2
致死,2
致死傷,3
致知,2
致遠,2
臼歯,2
臼砲,2
興亜,2
興亡,2
興収,2
興味,2
興国,2
興奮,2
興業,2
興産,2
興福,2
興行,2
興起,2
興銀,2
興隆,2
舌下,2
舌先,2
舌戦,2
舌骨,2
舎人,2
舎利,2
舎密,2
舎弟,2
舎監,2
舗装,2
舗道,2
舞人,2
舞台,2
舞台番,3
舞姫,2
舞子,2
舞文曲筆,4
舞曲,2
舞楽,2
舞衣,2
舞踊,2
舞踏,2
舟券,2
舟唄,2
舟形,2
舟橋,2
舟歌,2
舟艇,2
舟運,2
航宙,2
航戦,2
航法,2
航洋,2
航海,2
航程,2
航空,2
航続,2
航行,2
航走,2
航跡,2
航路,2
航送,2
般若,2
般若心経,4
舶来,2
舶用,2
舷側,2
船上,2
船中,2
船主,2
船体,2
船便,2
船倉,2
船内,2
船出,2
船医,2
船台,2
船名,2
船員,2
船問屋,3
船団,2
船型,2
船場,2
船外,2
船大工,3
船客,2
船室,2
船宿,2
船尾,2
船底,2
船形,2
船方,2
船旅,2
船橋,2
船殻,2
船用,2
船着,2
船磁石,3
船籍,2
船級,2
船舶,2
船艇,2
船長,2
船隊,2
船頭,2
船首,2
艇長,2
艦上,2
艦体,2
艦内,2
艦分,2
艦名,2
艦尾,2
艦攻,2
艦橋,2
艦砲,2
艦種,2
艦船,2
艦艇,2
艦載,2
艦長,2
艦隊,2
艦首,2
良人,2
良俗,2
良品,2
良好,2
良妻,2
良家,2
良心,2
良心的,3
良性,2
良木,2
良港,2
良田,2
良知,2
良策,2
良行,2
良識,2
良質,2
良馬,2
色名,2
色味,2
色彩,2
色恋,2
色情,2
色数,2
色欲,2
色気,2
色水,2
色無地,3
色物,2
色物席,3
色男,2
色白,2
色目,2
色相,2
色紙,2
色素,2
色絵,2
色見本,3
色覚,2
色調,2
色鉛筆,3
色香,2
色黒,2
艶姿,2
艶歌,2
芋名月,3
芋煮,2
芋虫,2
芝居,2
芝山,2
芝生,2
花一匁,3
花下,2
花丸,2
花人,2
花代,2
花会,2
花冠,2
花台,2
花吹雪,3
花器,2
花園,2
花壇,2
花天月地,4
花婿,2
花嫁,2
花守,2
花屋,2
花屋敷,3
花序,2
花弁,2
花形,2
花形見,3
花形選手,4
花心,2
花房,2
花押,2
花時,2
花月,2
花期,2
花木,2
花札,2
花束,2
花林,2
花林糖,3
花柄,2
花柱,2
花柳,2
花梨,2
花樹,2
花水,2
花水木,3
花火,2
花火大会,4
花王,2
花瓶,2
花町,2
花畑,2
花盗人,3
花相撲,3
花神,2
花祭,2
花穂,2
花立,2
花籠,2
花粉,2
花色,2
花芽,2
花茎,2
花街,2
花被,2
花見,2
花見時,3
花見月,3
花言葉,3
花譜,2
花車,2
花輪,2
花道,2
花野,2
花金,2
花電車,3
花香,2
花鳥,2
花鳥画,3
花鳥風月,4
芳信,2
芳年,2
芳春,2
芳枝,2
芳樹,2
芳香,2
芸事,2
芸人,2
芸名,2
芸大,2
芸学,2
芸当,2
芸文,2
芸歴,2
芸者,2
芸能,2
芸能人,3
芸術,2
芸術作品,4
芸術家,3
芸裏,2
芸道,2
芸達者,3
芸風,2
芽球,2
芽生,2
芽胞,2
苗代,2
苗字,2
苗床,2
苗木,2
苛性,2
苛烈,2
苛酷,2
若人,2
若侍,2
若君,2
若女将,3
若妻,2
若子,2
若宮,2
若干,2
若年,2
若手,2
若木,2
若松,2
若殿,2
若水,2
若潮,2
若狭,2
若竹,2
若紫,2
若者,2
若芽,2
若草,2
若草色,3
若菜,2
若葉,2
若衆,2
若頭,2
苦労,2
苦味,2
苦境,2
苦学,2
苦学力行,4
苦学生,3
苦心,2
苦心談,3
苦悩,2
苦情,2
苦情処理,4
苦慮,2
苦戦,2
苦手,2
苦楽,2
苦水,2
苦渋,2
苦痛,2
苦竹,2
苦笑,2
苦肉,2
苦行,2
苦言,2
苦闘,2
苦難,2
英人,2
英仏,2
英会話,3
英作,2
英作文,3
英俊,2
英傑,2
英印,2
英吉利,3
英名,2
英和,2
英和辞典,4
英国,2
英字,2
英学,2
英才,2
英数,2
英数字,3
英文,2
英明,2
英明果断,4
英検,2
英法,2
英知,2
英米,2
英米法,3
英訳,2
英語,2
英雄,2
英霊,2
英領,2
茂林,2
茎葉,2
茨城,2
茶事,2
茶人,2
茶会,2
茶会記,3
茶器,2
茶園,2
茶子蓮根,4
茶室,2
茶寮,2
茶屋,2
茶席,2
茶帯,2
茶店,2
茶房,2
茶気,2
茶湯,2
茶番,2
茶目,2
茶臼,2
茶色,2
茶茶,2
茶華道,3
茶葉,2
茶褐色,3
茶話,2
茶話会,3
茶道,2
茶道口,3
茶釜,2
茶飯,2
茶髪,2
草丈,2
草刈,2
草創,2
草原,2
草団子,3
草地,2
草堂,2
草子,2
草履,2
草書,2
草月,2
草月流,3
草木,2
草本,2
草枕,2
草根,2
草案,2
草稿,2
草笛,2
草紙,2
草花,2
草草不一,4
草野球,3
草食,2
草食動物,4
草食性,3
草高,2
荒事,2
荒唐,2
荒地,2
荒城,2
荒天,2
荒屋,2
荒巻,2
荒廃,2
荒木,2
荒木田,3
荒波,2
荒海,2
荒涼,2
荒潮,2
荒物,2
荒神,2
荒野,2
荒魂,2
荘厳,2
荘司,2
荘園,2
荘官,2
荷主,2
荷受,2
荷台,2
荷室,2
荷役,2
荷担,2
荷棚,2
荷物,2
荷車,2
荷重,2
荷電,2
荷馬,2
菊月,2
菊水,2
菊花,2
菌体,2
菌株,2
菌根,2
菌種,2
菌糸,2
菌類,2
菓子,2
菜園,2
菜種,2
菜食,2
菜食主義者,5
華中,2
華人,2
華北,2
華南,2
華厳,2
華族,2
華氏,2
華美,2
華語,2
華道,2
華麗,2
萎縮,2
落丁,2
落下,2
落下傘,3
落人,2
落人伝説,4
落命,2
落城,2
落差,2
落慶,2
落成,2
落手,2
落日,2
落書,2
落月,2
落札,2
落橋,2
落款,2
落水,2
落球,2
落盤,2
落着,2
落石,2
落石注意,4
落穂,2
落第,2
落胆,2
落花,2
落花流水,4
落花生,3
落葉,2
落葉樹,3
落語,2
落語家,3
落選,2
落陽,2
落雷,2
落飾,2
落馬,2
葉人参,3
葉先,2
葉巻,2
葉書,2
葉月,2
葉柄,2
葉桜,2
葉水,2
葉物,2
葉状,2
葉理,2
葉緑体,3
葉脈,2
葉茶,2
葉菜,2
葉裏,2
葉身,2
葉酸,2
葉隠,2
著作,2
著作権,3
著名,2
著明,2
著書,2
著白髪,3
著者,2
著聞,2
著述,2
葛根,2
葛籠,2
葛藤,2
董門,2
董驚績嗣,4
葬儀,2
葬列,2
葬式,2
葬礼,2
葬祭,2
葬送,2
蒲公英,3
蒲団,2
蒸散,2
蒸気,2
蒸留,2
蒸発,2
蒸着,2
蓄熱,2
蓄積,2
蓄財,2
蓄電,2
蓋然,2
蔑称,2
蔑視,2
蔵中,2
蔵人,2
蔵元,2
蔵屋敷,3
蔵書,2
蔵本,2
蔵相,2
蔵米,2
蔵食会,3
薄力粉,3
薄型,2
薄墨,2
薄幸,2
薄弱,2
薄手,2
薄明,2
薄暮,2
薄板,2
薄毛,2
薄氷,2
薄皮,2
薄紅,2
薄紫,2
薄緑,2
薄膜,2
薄茶,2
薄荷,2
薄雲,2
薦手,2
薪体,2
薫陶,2
薫風,2
薬事,2
薬事法,3
薬代,2
薬価,2
薬剤,2
薬効,2
薬名,2
薬味,2
薬品,2
薬園,2
薬学,2
薬室,2
薬害,2
薬局,2
薬屋,2
薬師,2
薬店,2
薬指,2
薬液,2
薬物,2
薬理,2
薬用,2
薬用人参,4
薬研,2
薬科,2
薬種,2
薬膳,2
薬草,2
薬食,2
藍子,2
藍染,2
藍色,2
藍藻,2
藤四郎,3
藤本,2
藤棚,2
藤波,2
藤浪,2
藤色,2
藤花,2
藩主,2
藩儒,2
藩医,2
藩命,2
藩士,2
藩庁,2
藩政,2
藩札,2
藩校,2
藩王,2
藩祖,2
藩邸,2
藩閥,2
藩領,2
藻場,2
藻類,2
虎口,2
虎子,2
虎視,2
虐待,2
虐殺,2
虚偽,2
虚像,2
虚実,2
虚弱,2
虚数,2
虚栄,2
虚栄心,3
虚構,2
虚無,2
虚無僧,3
虚空,2
虚空蔵,3
虚血,2
虚言,2
虚飾,2
虜囚,2
虫卵,2
虫垂,2
虫害,2
虫歯,2
虹彩,2
虹色,2
蚕室,2
蚕業,2
蚕種,2
蚕糸,2
蛇口,2
蛇紋,2
蛇腹,2
蛇行,2
蛇足,2
蛍光,2
蛍火,2
蛍石,2
蛍雪,2
蛮族,2
蛮行,2
蜂巣,2
蜂蜜,2
蜂起,2
蜜月,2
蜜蜂,2
融合,2
融和,2
融点,2
融解,2
融資,2
融通,2
融雪,2
血中,2
血判,2
血圧,2
血尿,2
血戦,2
血族,2
血栓,2
血気,2
血流,2
血液,2
血清,2
血潮,2
血煙,2
血球,2
血痕,2
血盟,2
血筋,2
血管,2
血糖,2
血統,2
血縁,2
血肉,2
血脈,2
血腫,2
血行,2
衆人,2
衆参,2
衆徒,2
衆生,2
衆目,2
衆議,2
衆議一決,4
衆議院,3
衆院,2
行事,2
行事人,3
行人,2
行人偏,3
行使,2
行儀,2
行儀作法,4
行先,2
行刑,2
行列,2
行列式,3
行列戴,3
行動,2
行動力,3
行司,2
行合,2
行名,2
行員,2
行商,2
行商人,3
行啓,2
行場,2
行実,2
行宮,2
行平,2
行年,2
行年書,3
行幸,2
行徳,2
行成,2
行政,2
行政事件,4
行政学,3
行政府,3
行政手続,4
行政機関,4
行政法,3
行政績為,4
行数,2
行文,2
行方,2
行書,2
行書体,3
行末,2
行楽,2
行楽地,3
行楽日和,4
行楽欄,3
行水,2
行法,2
行火,2
行灯,2
行為,2
行状,2
行程,2
行者,2
行者道,3
行脚,2
行賞,2
行跡,2
行路,2
行軍,2
行進,2
行進曲,3
行道,2
行道面,3
行金,2
行間,2
行雲流水,4
行革,2
術中,2
術前,2
術士,2
術師,2
術式,2
術後,2
術数,2
術者,2
術計,2
術語,2
街並,2
街中,2
街区,2
街宣,2
街灯,2
街角,2
街路,2
街道,2
街頭,2
街頭演説,4
衛兵,2
衛士,2
衛星,2
衛生,2
衛生学,3
衛生試験所,5
衛視,2
衝三家,3
衝会,2
衝動,2
衝土産,3
衝手,2
衝撃,2
衝突,2
衝立,2
衝角,2
衡平,2
衡用,2
衣冠,2
衣手,2
衣料,2
衣服,2
衣装,2
衣類,2
衣食住,3
衣香,2
表作,2
表側,2
表具,2
表内,2
表出,2
表参道,3
表口,2
表土,2
表在,2
表地,2
表外,2
表大名,3
表家老,3
表層,2
表彰,2
表情,2
表意,2
表敬,2
表明,2
表札,2
表決,2
表玄関,3
表現,2
表白,2
表皮,2
表目,2
表示,2
表紙,2
表裏,2
表裏一体,4
表見代理,4
表記,2
表記法,3
表象,2
表門,2
表面,2
表面処理,4
表面化,3
表面張力,4
表面硬化,4
表面金利,4
表音,2
表題,2
表高,2
衰亡,2
衰弱,2
衰微,2
衰退,2
袋地,2
袋小路,3
袖口,2
袖章,2
被告,2
被団協,3
被官,2
被害,2
被弾,2
被服,2
被毛,2
被災,2
被爆,2
被疑,2
被膜,2
被虐,2
被覆,2
被験,2
裁判,2
裁可,2
裁定,2
裁断,2
裁決,2
裁縫,2
裁許,2
裁量,2
裂傷,2
裂開,2
装丁,2
装備,2
装具,2
装弾,2
装束,2
装架,2
装用,2
装甲,2
装画,2
装着,2
装置,2
装荷,2
装薬,2
装飾,2
裏側,2
裏切,2
裏千家,3
裏口,2
裏地,2
裏山,2
裏庭,2
裏後光,3
裏手,2
裏技,2
裏拳,2
裏文書,3
裏方,2
裏書,2
裏書人,3
裏町,2
裏番細,3
裏番組,3
裏目,2
裏窓,2
裏腹,2
裏街道,3
裏表,2
裏話,2
裏道,2
裏金,2
裏長屋,3
裏門,2
裏面,2
裏面工作,4
裕福,2
補任,2
補佐,2
補体,2
補作,2
補修,2
補修工事,4
補償,2
補充,2
補助,2
補完,2
補導,2
補巻,2
補強,2
補数,2
補欠,2
補欠選手,4
補正,2
補注,2
補筆,2
補給,2
補習,2
補職,2
補訂,2
補記,2
補語,2
補足,2
補選,2
補遺,2
補間,2
補題,2
裸体,2
裸婦,2
裸眼,2
裸足,2
裸身,2
製作,2
製作所,3
製剤,2
製品,2
製図,2
製図板,3
製塩,2
製本,2
製材,2
製氷,2
製油,2
製法,2
製版,2
製粉,2
製糖,2
製糸,2
製紙,2
製茶,2
製菓,2
製薬,2
製造,2
製造元,3
製鉄,2
製鋼,2
製錬,2
製陶,2
製靴,2
製麺,2
裾野,2
複体,2
複写,2
複勝,2
複合,2
複層,2
複座,2
複式,2
複数,2
複眼,2
複素,2
複線,2
複葉,2
複製,2
複雑,2
褐炭,2
褐色,2
褐藻,2
褒状,2
褒章,2
褒美,2
褒賞,2
襟章,2
襲名,2
襲年,2
襲撃,2
襲来,2
襲水,2
襲爵,2
襴家,2
西下,2
西京,2
西人,2
西側,2
西入,2
西北,2
西北西,3
西南,2
西友,2
西口,2
西周,2
西和,2
西国,2
西域,2
西壁,2
西夏,2
西安,2
西家,2
西寧,2
西山,2
西岸,2
西征,2
西教,2
西方,2
西暦,2
西欧,2
西武,2
西洋,2
西流,2
西海道,3
西独,2
西王母,3
西班牙,3
西神,2
西端,2
西紀,2
西経,2
西縁,2
西蔵,2
西行,2
西貢,2
西軍,2
西進,2
西遊,2
西郊,2
西部,2
西陣,2
西風,2
西館,2
西麓,2
要人,2
要件,2
要否,2
要員,2
要因,2
要地,2
要塞,2
要害,2
要所,2
要撃,2
要旨,2
要望,2
要求,2
要注意,3
要港,2
要点,2
要略,2
要目,2
要石,2
要約,2
要素,2
要綱,2
要職,2
要衝,2
要覧,2
要説,2
要請,2
要録,2
要項,2
要領,2
覆国産,3
覆子,2
覆屋,2
覆心,2
覆流作家,4
覆著勇覆,4
覆面,2
覇日,2
覇権,2
覇気,2
覇王,2
覇者,2
覇道,2
覇風,2
見一,2
見一無頭,4
見世,2
見世物,3
見事,2
見付,2
見分,2
見参,2
見取,2
見台,2
見合,2
見地,2
見境,2
見学,2
見幕,2
見張,2
見当,2
見得,2
見所,2
見手,2
見料,2
見本,2
見本市,3
見栄,2
見物,2
見物事,3
見物人,3
見物料,3
見目,2
見目形,3
見神,2
見積,2
見穫物奮屋,5
見立,2
見立絵,3
見習,2
見聞,2
見舞,2
見解,2
見識,2
見込,2
見附,2
見頃,2
規制,2
規則,2
規定,2
規律,2
規格,2
規模,2
規正,2
規準,2
規程,2
規範,2
規約,2
視力,2
視学,2
視察,2
視差,2
視床,2
視座,2
視点,2
視界,2
視程,2
視線,2
視聴,2
視聴覚,3
視覚,2
視角,2
視認,2
視野,2
覚悟,2
覚書,2
覚者,2
覚醒,2
親不知,3
親中,2
親交,2
親代代,3
親任,2
親元,2
親兵,2
親分,2
親分肌,3
親切,2
親友,2
親告,2
親和,2
親善,2
親子,2
親子電話,4
親密,2
親局,2
親征,2
親愛,2
親戚,2
親指,2
親政,2
親方,2
親族,2
親日,2
親日家,3
親書,2
親柱,2
親権,2
親水,2
親潮,2
親父,2
親玉,2
親王,2
親睦,2
親等,2
親米,2
親藩,2
親衛,2
親身,2
親近,2
親露,2
親類,2
親鳥,2
観世,2
観世音,3
観光,2
観光名所,4
観光地,3
観光客,3
観劇,2
観客,2
観察,2
観心,2
観応,2
観念,2
観想,2
観戦,2
観戦記,3
観月,2
観望,2
観法,2
観測,2
観点,2
観衆,2
観覧,2
観賞,2
観閲,2
観音,2
角力,2
角化,2
角地,2
角型,2
角度,2
角形,2
角時計,3
角材,2
角柱,2
角状,2
角界,2
角番,2
角竜,2
角笛,2
角膜,2
角行,2
角質,2
解任,2
解体,2
解体修理,4
解像,2
解党,2
解凍,2
解剖,2
解団,2
解字,2
解官,2
解放,2
解散,2
解明,2
解析,2
解毒,2
解決,2
解法,2
解消,2
解熱,2
解禁,2
解答,2
解糖,2
解約,2
解結,2
解職,2
解脱,2
解説,2
解読,2
解釈,2
解錠,2
解除,2
解雇,2
解離,2
解題,2
触媒,2
触手,2
触発,2
触腕,2
触覚,2
触角,2
触診,2
触雷,2
言上,2
言上書,3
言下,2
言代,2
言動,2
言及,2
言外,2
言文,2
言文一致,4
言明,2
言本,2
言葉,2
言葉尻,3
言葉数,3
言行,2
言行一致,4
言行録,3
言角法,3
言語,2
言語地図,4
言語学,3
言語道断,4
言説,2
言論,2
言質,2
言辞,2
言部作,3
言霊,2
言面記事,4
訂正,2
訃報,2
計上,2
計会,2
計器,2
計器飛行,4
計慮,2
計数,2
計数管,3
計時,2
計測,2
計理,2
計理士,3
計画,2
計略,2
計算,2
計算用紙,4
計装,2
計量,2
計量化,3
計量法,3
討伐,2
討幕,2
討死,2
討滅,2
討論,2
討議,2
訓令,2
訓導,2
訓戒,2
訓示,2
訓練,2
訓読,2
託児,2
託宣,2
託言,2
記事,2
記事文,3
記入,2
記号,2
記名,2
記名式手形,5
記実,2
記実文,3
記家,2
記帳,2
記念,2
記念文集,4
記念日,3
記念物,3
記憶,2
記憶力,3
記文,2
記法,2
記章,2
記紀,2
記者,2
記者会見,4
記者団,3
記譜,2
記載,2
記述,2
記録,2
記録文学,4
記録映画,4
記録書,3
訟務,2
訪中,2
訪問,2
訪日,2
訪朝,2
訪米,2
訪韓,2
設備,2
設備投資,4
設問,2
設営,2
設定,2
設立,2
設立登記,4
設置,2
設計,2
設計図,3
設計施工,4
許可,2
許婚,2
許嫁,2
許容,2
許認可,3
許諾,2
訳出,2
訳文,2
訳書,2
訳本,2
訳注,2
訳者,2
訳詞,2
訳詩,2
訳語,2
訴因,2
訴求,2
訴状,2
訴訟,2
訴追,2
診察,2
診断,2
診療,2
証人,2
証券,2
証券会社,4
証左,2
証拠,2
証文,2
証明,2
証明書,3
証書,2
証紙,2
証見,2
証言,2
詐取,2
詐欺,2
詐称,2
詔勅,2
詔書,2
評伝,2
評価,2
評判,2
評定,2
評家,2
評決,2
評点,2
評者,2
評論,2
評議,2
評釈,2
詞人,2
詞曲,2
詞書,2
詞章,2
詠唱,2
詠歌,2
試乗,2
試作,2
試写,2
試写会,3
試合,2
試射,2
試技,2
試掘,2
試料,2
試案,2
試業,2
試用,2
試用期間,4
試着,2
試算,2
試練,2
試聴,2
試薬,2
試行,2
試補,2
試製,2
試論,2
試走,2
試運転,3
試食,2
試食会,3
試飲,2
試験,2
詩人,2
詩作,2
詩句,2
詩吟,2
詩学,2
詩家,2
詩形,2
詩情,2
詩文,2
詩歌,2
詩的,2
詩碑,2
詩経,2
詩編,2
詩語,2
詩論,2
詩選,2
詩集,2
詩風,2
詮索,2
詮議,2
詰問,2
詰所,2
詰碁,2
詰襟,2
話上手,3
